timestamp,close,symbol,type
21/10/2010,3638,HDG,hydro
21/10/2010,3231,NT2,gas
21/10/2010,3047,PPC,coal
21/10/2010,3691,REE,hydro
21/10/2010,2335,SBA,hydro
21/10/2010,1755,SHP,hydro
21/10/2010,3757,TBC,hydro
21/10/2010,2988,TMP,hydro
21/10/2010,4375,VSH,hydro
22/10/2010,3682,HDG,hydro
22/10/2010,3231,NT2,gas
22/10/2010,3020,PPC,coal
22/10/2010,3691,REE,hydro
22/10/2010,2366,SBA,hydro
22/10/2010,1785,SHP,hydro
22/10/2010,3788,TBC,hydro
22/10/2010,3014,TMP,hydro
22/10/2010,4455,VSH,hydro
25/10/2010,3682,HDG,hydro
25/10/2010,3231,NT2,gas
25/10/2010,2966,PPC,coal
25/10/2010,3716,REE,hydro
25/10/2010,2458,SBA,hydro
25/10/2010,1696,SHP,hydro
25/10/2010,3788,TBC,hydro
25/10/2010,3014,TMP,hydro
25/10/2010,4415,VSH,hydro
26/10/2010,3727,HDG,hydro
26/10/2010,3231,NT2,gas
26/10/2010,3047,PPC,coal
26/10/2010,3841,REE,hydro
26/10/2010,2489,SBA,hydro
26/10/2010,1726,SHP,hydro
26/10/2010,3910,TBC,hydro
26/10/2010,3014,TMP,hydro
26/10/2010,4495,VSH,hydro
27/10/2010,3638,HDG,hydro
27/10/2010,3165,NT2,gas
27/10/2010,3020,PPC,coal
27/10/2010,3741,REE,hydro
27/10/2010,2489,SBA,hydro
27/10/2010,1666,SHP,hydro
27/10/2010,3910,TBC,hydro
27/10/2010,3014,TMP,hydro
27/10/2010,4415,VSH,hydro
28/10/2010,3616,HDG,hydro
28/10/2010,3165,NT2,gas
28/10/2010,2993,PPC,coal
28/10/2010,3741,REE,hydro
28/10/2010,2489,SBA,hydro
28/10/2010,1726,SHP,hydro
28/10/2010,3940,TBC,hydro
28/10/2010,2986,TMP,hydro
28/10/2010,4415,VSH,hydro
29/10/2010,3682,HDG,hydro
29/10/2010,3165,NT2,gas
29/10/2010,3020,PPC,coal
29/10/2010,3741,REE,hydro
29/10/2010,2489,SBA,hydro
29/10/2010,1756,SHP,hydro
29/10/2010,3879,TBC,hydro
29/10/2010,2986,TMP,hydro
29/10/2010,4495,VSH,hydro
1/11/2010,3682,HDG,hydro
1/11/2010,3198,NT2,gas
1/11/2010,3073,PPC,coal
1/11/2010,3716,REE,hydro
1/11/2010,2458,SBA,hydro
1/11/2010,1756,SHP,hydro
1/11/2010,3818,TBC,hydro
1/11/2010,3014,TMP,hydro
1/11/2010,4616,VSH,hydro
2/11/2010,3660,HDG,hydro
2/11/2010,3164,NT2,gas
2/11/2010,3020,PPC,coal
2/11/2010,3642,REE,hydro
2/11/2010,2489,SBA,hydro
2/11/2010,1696,SHP,hydro
2/11/2010,3788,TBC,hydro
2/11/2010,3014,TMP,hydro
2/11/2010,4656,VSH,hydro
3/11/2010,3483,HDG,hydro
3/11/2010,3131,NT2,gas
3/11/2010,3020,PPC,coal
3/11/2010,3617,REE,hydro
3/11/2010,2397,SBA,hydro
3/11/2010,1726,SHP,hydro
3/11/2010,3788,TBC,hydro
3/11/2010,3014,TMP,hydro
3/11/2010,4696,VSH,hydro
