symbol,period,strategy,weight
SHP,2013Q4,Alpha,2.94
TMP,2013Q4,Alpha,2.94
TTA,2013Q4,Alpha,2.94
VPD,2013Q4,Alpha,2.94
VSH,2013Q4,Alpha,2.94
AVC,2013Q4,Equal_Weighted,2.94
DPG,2013Q4,Equal_Weighted,2.94
DRL,2013Q4,Equal_Weighted,2.94
GEG,2013Q4,Equal_Weighted,2.94
GHC,2013Q4,Equal_Weighted,2.94
HDG,2013Q4,Equal_Weighted,2.94
HNA,2013Q4,Equal_Weighted,2.94
HND,2013Q4,Equal_Weighted,8.33
NED,2013Q4,Equal_Weighted,2.94
NT2,2013Q4,Equal_Weighted,12.5
PC1,2013Q4,Equal_Weighted,2.94
POW,2013Q4,Equal_Weighted,12.5
PPC,2013Q4,Equal_Weighted,8.33
QTP,2013Q4,Equal_Weighted,8.33
REE,2013Q4,Equal_Weighted,2.94
S4A,2013Q4,Equal_Weighted,2.94
SBA,2013Q4,Equal_Weighted,2.94
SHP,2013Q4,Equal_Weighted,2.94
TMP,2013Q4,Equal_Weighted,2.94
TTA,2013Q4,Equal_Weighted,2.94
VPD,2013Q4,Equal_Weighted,2.94
VSH,2013Q4,Equal_Weighted,2.94
AVC,2013Q4,ONI,2.94
DPG,2013Q4,ONI,2.94
DRL,2013Q4,ONI,2.94
GEG,2013Q4,ONI,2.94
GHC,2013Q4,ONI,2.94
HDG,2013Q4,ONI,2.94
HNA,2013Q4,ONI,2.94
HND,2013Q4,ONI,8.33
NED,2013Q4,ONI,2.94
NT2,2013Q4,ONI,12.5
PC1,2013Q4,ONI,2.94
POW,2013Q4,ONI,12.5
PPC,2013Q4,ONI,8.33
QTP,2013Q4,ONI,8.33
REE,2013Q4,ONI,2.94
S4A,2013Q4,ONI,2.94
SBA,2013Q4,ONI,2.94
SHP,2013Q4,ONI,2.94
TMP,2013Q4,ONI,2.94
TTA,2013Q4,ONI,2.94
VPD,2013Q4,ONI,2.94
VSH,2013Q4,ONI,2.94
AVC,2014Q1,Alpha,2.94
DPG,2014Q1,Alpha,2.94
DRL,2014Q1,Alpha,2.94
GEG,2014Q1,Alpha,2.94
GHC,2014Q1,Alpha,2.94
HDG,2014Q1,Alpha,2.94
HNA,2014Q1,Alpha,2.94
HND,2014Q1,Alpha,8.33
NED,2014Q1,Alpha,2.94
NT2,2014Q1,Alpha,12.5
PC1,2014Q1,Alpha,2.94
POW,2014Q1,Alpha,12.5
PPC,2014Q1,Alpha,8.33
QTP,2014Q1,Alpha,8.33
REE,2014Q1,Alpha,2.94
S4A,2014Q1,Alpha,2.94
SBA,2014Q1,Alpha,2.94
SHP,2014Q1,Alpha,2.94
TMP,2014Q1,Alpha,2.94
TTA,2014Q1,Alpha,2.94
VPD,2014Q1,Alpha,2.94
VSH,2014Q1,Alpha,2.94
AVC,2014Q1,Equal_Weighted,2.94
DPG,2014Q1,Equal_Weighted,2.94
DRL,2014Q1,Equal_Weighted,2.94
GEG,2014Q1,Equal_Weighted,2.94
GHC,2014Q1,Equal_Weighted,2.94
HDG,2014Q1,Equal_Weighted,2.94
HNA,2014Q1,Equal_Weighted,2.94
HND,2014Q1,Equal_Weighted,8.33
NED,2014Q1,Equal_Weighted,2.94
NT2,2014Q1,Equal_Weighted,12.5
PC1,2014Q1,Equal_Weighted,2.94
POW,2014Q1,Equal_Weighted,12.5
PPC,2014Q1,Equal_Weighted,8.33
QTP,2014Q1,Equal_Weighted,8.33
REE,2014Q1,Equal_Weighted,2.94
S4A,2014Q1,Equal_Weighted,2.94
SBA,2014Q1,Equal_Weighted,2.94
SHP,2014Q1,Equal_Weighted,2.94
TMP,2014Q1,Equal_Weighted,2.94
TTA,2014Q1,Equal_Weighted,2.94
VPD,2014Q1,Equal_Weighted,2.94
VSH,2014Q1,Equal_Weighted,2.94
AVC,2014Q1,ONI,2.94
DPG,2014Q1,ONI,2.94
DRL,2014Q1,ONI,2.94
GEG,2014Q1,ONI,2.94
GHC,2014Q1,ONI,2.94
HDG,2014Q1,ONI,2.94
HNA,2014Q1,ONI,2.94
HND,2014Q1,ONI,8.33
NED,2014Q1,ONI,2.94
NT2,2014Q1,ONI,12.5
PC1,2014Q1,ONI,2.94
POW,2014Q1,ONI,12.5
PPC,2014Q1,ONI,8.33
QTP,2014Q1,ONI,8.33
REE,2014Q1,ONI,2.94
S4A,2014Q1,ONI,2.94
SBA,2014Q1,ONI,2.94
SHP,2014Q1,ONI,2.94
TMP,2014Q1,ONI,2.94
TTA,2014Q1,ONI,2.94
VPD,2014Q1,ONI,2.94
VSH,2014Q1,ONI,2.94
AVC,2014Q2,Alpha,2.94
DPG,2014Q2,Alpha,2.94
DRL,2014Q2,Alpha,2.94
GEG,2014Q2,Alpha,2.94
GHC,2014Q2,Alpha,2.94
HDG,2014Q2,Alpha,2.94
HNA,2014Q2,Alpha,2.94
HND,2014Q2,Alpha,8.33
NED,2014Q2,Alpha,2.94
NT2,2014Q2,Alpha,12.5
PC1,2014Q2,Alpha,2.94
POW,2014Q2,Alpha,12.5
PPC,2014Q2,Alpha,8.33
QTP,2014Q2,Alpha,8.33
REE,2014Q2,Alpha,2.94
S4A,2014Q2,Alpha,2.94
SBA,2014Q2,Alpha,2.94
SHP,2014Q2,Alpha,2.94
TMP,2014Q2,Alpha,2.94
TTA,2014Q2,Alpha,2.94
VPD,2014Q2,Alpha,2.94
VSH,2014Q2,Alpha,2.94
AVC,2014Q2,Equal_Weighted,2.94
DPG,2014Q2,Equal_Weighted,2.94
DRL,2014Q2,Equal_Weighted,2.94
GEG,2014Q2,Equal_Weighted,2.94
GHC,2014Q2,Equal_Weighted,2.94
HDG,2014Q2,Equal_Weighted,2.94
HNA,2014Q2,Equal_Weighted,2.94
HND,2014Q2,Equal_Weighted,8.33
NED,2014Q2,Equal_Weighted,2.94
NT2,2014Q2,Equal_Weighted,12.5
PC1,2014Q2,Equal_Weighted,2.94
POW,2014Q2,Equal_Weighted,12.5
PPC,2014Q2,Equal_Weighted,8.33
QTP,2014Q2,Equal_Weighted,8.33
REE,2014Q2,Equal_Weighted,2.94
S4A,2014Q2,Equal_Weighted,2.94
SBA,2014Q2,Equal_Weighted,2.94
SHP,2014Q2,Equal_Weighted,2.94
TMP,2014Q2,Equal_Weighted,2.94
TTA,2014Q2,Equal_Weighted,2.94
VPD,2014Q2,Equal_Weighted,2.94
VSH,2014Q2,Equal_Weighted,2.94
AVC,2014Q2,ONI,2.94
DPG,2014Q2,ONI,2.94
DRL,2014Q2,ONI,2.94
GEG,2014Q2,ONI,2.94
GHC,2014Q2,ONI,2.94
HDG,2014Q2,ONI,2.94
HNA,2014Q2,ONI,2.94
HND,2014Q2,ONI,8.33
NED,2014Q2,ONI,2.94
NT2,2014Q2,ONI,12.5
PC1,2014Q2,ONI,2.94
POW,2014Q2,ONI,12.5
PPC,2014Q2,ONI,8.33
QTP,2014Q2,ONI,8.33
REE,2014Q2,ONI,2.94
S4A,2014Q2,ONI,2.94
SBA,2014Q2,ONI,2.94
SHP,2014Q2,ONI,2.94
TMP,2014Q2,ONI,2.94
TTA,2014Q2,ONI,2.94
VPD,2014Q2,ONI,2.94
VSH,2014Q2,ONI,2.94
AVC,2014Q3,Alpha,2.94
DPG,2014Q3,Alpha,2.94
DRL,2014Q3,Alpha,2.94
GEG,2014Q3,Alpha,2.94
GHC,2014Q3,Alpha,2.94
HDG,2014Q3,Alpha,2.94
HNA,2014Q3,Alpha,2.94
HND,2014Q3,Alpha,8.33
NED,2014Q3,Alpha,2.94
NT2,2014Q3,Alpha,12.5
PC1,2014Q3,Alpha,2.94
POW,2014Q3,Alpha,12.5
PPC,2014Q3,Alpha,8.33
QTP,2014Q3,Alpha,8.33
REE,2014Q3,Alpha,2.94
S4A,2014Q3,Alpha,2.94
SBA,2014Q3,Alpha,2.94
SHP,2014Q3,Alpha,2.94
TMP,2014Q3,Alpha,2.94
TTA,2014Q3,Alpha,2.94
VPD,2014Q3,Alpha,2.94
VSH,2014Q3,Alpha,2.94
AVC,2014Q3,Equal_Weighted,2.94
DPG,2014Q3,Equal_Weighted,2.94
DRL,2014Q3,Equal_Weighted,2.94
GEG,2014Q3,Equal_Weighted,2.94
GHC,2014Q3,Equal_Weighted,2.94
HDG,2014Q3,Equal_Weighted,2.94
HNA,2014Q3,Equal_Weighted,2.94
HND,2014Q3,Equal_Weighted,8.33
NED,2014Q3,Equal_Weighted,2.94
NT2,2014Q3,Equal_Weighted,12.5
PC1,2014Q3,Equal_Weighted,2.94
POW,2014Q3,Equal_Weighted,12.5
PPC,2014Q3,Equal_Weighted,8.33
QTP,2014Q3,Equal_Weighted,8.33
REE,2014Q3,Equal_Weighted,2.94
S4A,2014Q3,Equal_Weighted,2.94
SBA,2014Q3,Equal_Weighted,2.94
SHP,2014Q3,Equal_Weighted,2.94
TMP,2014Q3,Equal_Weighted,2.94
TTA,2014Q3,Equal_Weighted,2.94
VPD,2014Q3,Equal_Weighted,2.94
VSH,2014Q3,Equal_Weighted,2.94
AVC,2014Q3,ONI,2.94
DPG,2014Q3,ONI,2.94
DRL,2014Q3,ONI,2.94
GEG,2014Q3,ONI,2.94
GHC,2014Q3,ONI,2.94
HDG,2014Q3,ONI,2.94
HNA,2014Q3,ONI,2.94
HND,2014Q3,ONI,8.33
NED,2014Q3,ONI,2.94
NT2,2014Q3,ONI,12.5
PC1,2014Q3,ONI,2.94
POW,2014Q3,ONI,12.5
PPC,2014Q3,ONI,8.33
QTP,2014Q3,ONI,8.33
REE,2014Q3,ONI,2.94
S4A,2014Q3,ONI,2.94
SBA,2014Q3,ONI,2.94
SHP,2014Q3,ONI,2.94
TMP,2014Q3,ONI,2.94
TTA,2014Q3,ONI,2.94
VPD,2014Q3,ONI,2.94
VSH,2014Q3,ONI,2.94
HND,2014Q4,Alpha,16.67
NT2,2014Q4,Alpha,25.0
POW,2014Q4,Alpha,25.0
PPC,2014Q4,Alpha,16.67
QTP,2014Q4,Alpha,16.67
AVC,2014Q4,Equal_Weighted,2.94
DPG,2014Q4,Equal_Weighted,2.94
DRL,2014Q4,Equal_Weighted,2.94
GEG,2014Q4,Equal_Weighted,2.94
GHC,2014Q4,Equal_Weighted,2.94
HDG,2014Q4,Equal_Weighted,2.94
HNA,2014Q4,Equal_Weighted,2.94
HND,2014Q4,Equal_Weighted,8.33
NED,2014Q4,Equal_Weighted,2.94
NT2,2014Q4,Equal_Weighted,12.5
PC1,2014Q4,Equal_Weighted,2.94
POW,2014Q4,Equal_Weighted,12.5
PPC,2014Q4,Equal_Weighted,8.33
QTP,2014Q4,Equal_Weighted,8.33
REE,2014Q4,Equal_Weighted,2.94
S4A,2014Q4,Equal_Weighted,2.94
SBA,2014Q4,Equal_Weighted,2.94
SHP,2014Q4,Equal_Weighted,2.94
TMP,2014Q4,Equal_Weighted,2.94
TTA,2014Q4,Equal_Weighted,2.94
VPD,2014Q4,Equal_Weighted,2.94
VSH,2014Q4,Equal_Weighted,2.94
HND,2014Q4,ONI,16.67
NT2,2014Q4,ONI,25.0
POW,2014Q4,ONI,25.0
PPC,2014Q4,ONI,16.67
QTP,2014Q4,ONI,16.67
HND,2015Q1,Alpha,16.67
NT2,2015Q1,Alpha,25.0
POW,2015Q1,Alpha,25.0
PPC,2015Q1,Alpha,16.67
QTP,2015Q1,Alpha,16.67
AVC,2015Q1,Equal_Weighted,2.94
DPG,2015Q1,Equal_Weighted,2.94
DRL,2015Q1,Equal_Weighted,2.94
GEG,2015Q1,Equal_Weighted,2.94
GHC,2015Q1,Equal_Weighted,2.94
HDG,2015Q1,Equal_Weighted,2.94
HNA,2015Q1,Equal_Weighted,2.94
HND,2015Q1,Equal_Weighted,8.33
NED,2015Q1,Equal_Weighted,2.94
NT2,2015Q1,Equal_Weighted,12.5
PC1,2015Q1,Equal_Weighted,2.94
POW,2015Q1,Equal_Weighted,12.5
PPC,2015Q1,Equal_Weighted,8.33
QTP,2015Q1,Equal_Weighted,8.33
REE,2015Q1,Equal_Weighted,2.94
S4A,2015Q1,Equal_Weighted,2.94
SBA,2015Q1,Equal_Weighted,2.94
SHP,2015Q1,Equal_Weighted,2.94
TMP,2015Q1,Equal_Weighted,2.94
TTA,2015Q1,Equal_Weighted,2.94
VPD,2015Q1,Equal_Weighted,2.94
VSH,2015Q1,Equal_Weighted,2.94
HND,2015Q1,ONI,16.67
NT2,2015Q1,ONI,25.0
POW,2015Q1,ONI,25.0
PPC,2015Q1,ONI,16.67
QTP,2015Q1,ONI,16.67
HND,2015Q2,Alpha,16.67
NT2,2015Q2,Alpha,25.0
POW,2015Q2,Alpha,25.0
PPC,2015Q2,Alpha,16.67
QTP,2015Q2,Alpha,16.67
AVC,2015Q2,Equal_Weighted,2.94
DPG,2015Q2,Equal_Weighted,2.94
DRL,2015Q2,Equal_Weighted,2.94
GEG,2015Q2,Equal_Weighted,2.94
GHC,2015Q2,Equal_Weighted,2.94
HDG,2015Q2,Equal_Weighted,2.94
HNA,2015Q2,Equal_Weighted,2.94
HND,2015Q2,Equal_Weighted,8.33
NED,2015Q2,Equal_Weighted,2.94
NT2,2015Q2,Equal_Weighted,12.5
PC1,2015Q2,Equal_Weighted,2.94
POW,2015Q2,Equal_Weighted,12.5
PPC,2015Q2,Equal_Weighted,8.33
QTP,2015Q2,Equal_Weighted,8.33
REE,2015Q2,Equal_Weighted,2.94
S4A,2015Q2,Equal_Weighted,2.94
SBA,2015Q2,Equal_Weighted,2.94
SHP,2015Q2,Equal_Weighted,2.94
TMP,2015Q2,Equal_Weighted,2.94
TTA,2015Q2,Equal_Weighted,2.94
VPD,2015Q2,Equal_Weighted,2.94
VSH,2015Q2,Equal_Weighted,2.94
HND,2015Q2,ONI,16.67
NT2,2015Q2,ONI,25.0
POW,2015Q2,ONI,25.0
PPC,2015Q2,ONI,16.67
QTP,2015Q2,ONI,16.67
HND,2015Q3,Alpha,16.67
NT2,2015Q3,Alpha,25.0
POW,2015Q3,Alpha,25.0
PPC,2015Q3,Alpha,16.67
QTP,2015Q3,Alpha,16.67
AVC,2015Q3,Equal_Weighted,2.94
DPG,2015Q3,Equal_Weighted,2.94
DRL,2015Q3,Equal_Weighted,2.94
GEG,2015Q3,Equal_Weighted,2.94
GHC,2015Q3,Equal_Weighted,2.94
HDG,2015Q3,Equal_Weighted,2.94
HNA,2015Q3,Equal_Weighted,2.94
HND,2015Q3,Equal_Weighted,8.33
NED,2015Q3,Equal_Weighted,2.94
NT2,2015Q3,Equal_Weighted,12.5
PC1,2015Q3,Equal_Weighted,2.94
POW,2015Q3,Equal_Weighted,12.5
PPC,2015Q3,Equal_Weighted,8.33
QTP,2015Q3,Equal_Weighted,8.33
REE,2015Q3,Equal_Weighted,2.94
S4A,2015Q3,Equal_Weighted,2.94
SBA,2015Q3,Equal_Weighted,2.94
SHP,2015Q3,Equal_Weighted,2.94
TMP,2015Q3,Equal_Weighted,2.94
TTA,2015Q3,Equal_Weighted,2.94
VPD,2015Q3,Equal_Weighted,2.94
VSH,2015Q3,Equal_Weighted,2.94
HND,2015Q3,ONI,16.67
NT2,2015Q3,ONI,25.0
POW,2015Q3,ONI,25.0
PPC,2015Q3,ONI,16.67
QTP,2015Q3,ONI,16.67
HND,2015Q4,Alpha,16.67
NT2,2015Q4,Alpha,25.0
POW,2015Q4,Alpha,25.0
PPC,2015Q4,Alpha,16.67
QTP,2015Q4,Alpha,16.67
AVC,2015Q4,Equal_Weighted,2.94
DPG,2015Q4,Equal_Weighted,2.94
DRL,2015Q4,Equal_Weighted,2.94
GEG,2015Q4,Equal_Weighted,2.94
GHC,2015Q4,Equal_Weighted,2.94
HDG,2015Q4,Equal_Weighted,2.94
HNA,2015Q4,Equal_Weighted,2.94
HND,2015Q4,Equal_Weighted,8.33
NED,2015Q4,Equal_Weighted,2.94
NT2,2015Q4,Equal_Weighted,12.5
PC1,2015Q4,Equal_Weighted,2.94
POW,2015Q4,Equal_Weighted,12.5
PPC,2015Q4,Equal_Weighted,8.33
QTP,2015Q4,Equal_Weighted,8.33
REE,2015Q4,Equal_Weighted,2.94
S4A,2015Q4,Equal_Weighted,2.94
SBA,2015Q4,Equal_Weighted,2.94
SHP,2015Q4,Equal_Weighted,2.94
TMP,2015Q4,Equal_Weighted,2.94
TTA,2015Q4,Equal_Weighted,2.94
VPD,2015Q4,Equal_Weighted,2.94
VSH,2015Q4,Equal_Weighted,2.94
HND,2015Q4,ONI,16.67
NT2,2015Q4,ONI,25.0
POW,2015Q4,ONI,25.0
PPC,2015Q4,ONI,16.67
QTP,2015Q4,ONI,16.67
HND,2016Q1,Alpha,16.67
NT2,2016Q1,Alpha,25.0
POW,2016Q1,Alpha,25.0
PPC,2016Q1,Alpha,16.67
QTP,2016Q1,Alpha,16.67
AVC,2016Q1,Equal_Weighted,2.94
DPG,2016Q1,Equal_Weighted,2.94
DRL,2016Q1,Equal_Weighted,2.94
GEG,2016Q1,Equal_Weighted,2.94
GHC,2016Q1,Equal_Weighted,2.94
HDG,2016Q1,Equal_Weighted,2.94
HNA,2016Q1,Equal_Weighted,2.94
HND,2016Q1,Equal_Weighted,8.33
NED,2016Q1,Equal_Weighted,2.94
NT2,2016Q1,Equal_Weighted,12.5
PC1,2016Q1,Equal_Weighted,2.94
POW,2016Q1,Equal_Weighted,12.5
PPC,2016Q1,Equal_Weighted,8.33
QTP,2016Q1,Equal_Weighted,8.33
REE,2016Q1,Equal_Weighted,2.94
S4A,2016Q1,Equal_Weighted,2.94
SBA,2016Q1,Equal_Weighted,2.94
SHP,2016Q1,Equal_Weighted,2.94
TMP,2016Q1,Equal_Weighted,2.94
TTA,2016Q1,Equal_Weighted,2.94
VPD,2016Q1,Equal_Weighted,2.94
VSH,2016Q1,Equal_Weighted,2.94
HND,2016Q1,ONI,16.67
NT2,2016Q1,ONI,25.0
POW,2016Q1,ONI,25.0
PPC,2016Q1,ONI,16.67
QTP,2016Q1,ONI,16.67
AVC,2016Q2,Alpha,2.94
DPG,2016Q2,Alpha,2.94
DRL,2016Q2,Alpha,2.94
GEG,2016Q2,Alpha,2.94
GHC,2016Q2,Alpha,2.94
HDG,2016Q2,Alpha,2.94
HNA,2016Q2,Alpha,2.94
HND,2016Q2,Alpha,8.33
NED,2016Q2,Alpha,2.94
NT2,2016Q2,Alpha,12.5
PC1,2016Q2,Alpha,2.94
POW,2016Q2,Alpha,12.5
PPC,2016Q2,Alpha,8.33
QTP,2016Q2,Alpha,8.33
REE,2016Q2,Alpha,2.94
S4A,2016Q2,Alpha,2.94
SBA,2016Q2,Alpha,2.94
SHP,2016Q2,Alpha,2.94
TMP,2016Q2,Alpha,2.94
TTA,2016Q2,Alpha,2.94
VPD,2016Q2,Alpha,2.94
VSH,2016Q2,Alpha,2.94
AVC,2016Q2,Equal_Weighted,2.94
DPG,2016Q2,Equal_Weighted,2.94
DRL,2016Q2,Equal_Weighted,2.94
GEG,2016Q2,Equal_Weighted,2.94
GHC,2016Q2,Equal_Weighted,2.94
HDG,2016Q2,Equal_Weighted,2.94
HNA,2016Q2,Equal_Weighted,2.94
HND,2016Q2,Equal_Weighted,8.33
NED,2016Q2,Equal_Weighted,2.94
NT2,2016Q2,Equal_Weighted,12.5
PC1,2016Q2,Equal_Weighted,2.94
POW,2016Q2,Equal_Weighted,12.5
PPC,2016Q2,Equal_Weighted,8.33
QTP,2016Q2,Equal_Weighted,8.33
REE,2016Q2,Equal_Weighted,2.94
S4A,2016Q2,Equal_Weighted,2.94
SBA,2016Q2,Equal_Weighted,2.94
SHP,2016Q2,Equal_Weighted,2.94
TMP,2016Q2,Equal_Weighted,2.94
TTA,2016Q2,Equal_Weighted,2.94
VPD,2016Q2,Equal_Weighted,2.94
VSH,2016Q2,Equal_Weighted,2.94
AVC,2016Q2,ONI,2.94
DPG,2016Q2,ONI,2.94
DRL,2016Q2,ONI,2.94
GEG,2016Q2,ONI,2.94
GHC,2016Q2,ONI,2.94
HDG,2016Q2,ONI,2.94
HNA,2016Q2,ONI,2.94
HND,2016Q2,ONI,8.33
NED,2016Q2,ONI,2.94
NT2,2016Q2,ONI,12.5
PC1,2016Q2,ONI,2.94
POW,2016Q2,ONI,12.5
PPC,2016Q2,ONI,8.33
QTP,2016Q2,ONI,8.33
REE,2016Q2,ONI,2.94
S4A,2016Q2,ONI,2.94
SBA,2016Q2,ONI,2.94
SHP,2016Q2,ONI,2.94
TMP,2016Q2,ONI,2.94
TTA,2016Q2,ONI,2.94
VPD,2016Q2,ONI,2.94
VSH,2016Q2,ONI,2.94
AVC,2016Q3,Alpha,5.88
DPG,2016Q3,Alpha,5.88
DRL,2016Q3,Alpha,5.88
GEG,2016Q3,Alpha,5.88
GHC,2016Q3,Alpha,5.88
HDG,2016Q3,Alpha,5.88
HNA,2016Q3,Alpha,5.88
NED,2016Q3,Alpha,5.88
PC1,2016Q3,Alpha,5.88
REE,2016Q3,Alpha,5.88
S4A,2016Q3,Alpha,5.88
SBA,2016Q3,Alpha,5.88
SHP,2016Q3,Alpha,5.88
TMP,2016Q3,Alpha,5.88
TTA,2016Q3,Alpha,5.88
VPD,2016Q3,Alpha,5.88
VSH,2016Q3,Alpha,5.88
AVC,2016Q3,Equal_Weighted,2.94
DPG,2016Q3,Equal_Weighted,2.94
DRL,2016Q3,Equal_Weighted,2.94
GEG,2016Q3,Equal_Weighted,2.94
GHC,2016Q3,Equal_Weighted,2.94
HDG,2016Q3,Equal_Weighted,2.94
HNA,2016Q3,Equal_Weighted,2.94
HND,2016Q3,Equal_Weighted,8.33
NED,2016Q3,Equal_Weighted,2.94
NT2,2016Q3,Equal_Weighted,12.5
PC1,2016Q3,Equal_Weighted,2.94
POW,2016Q3,Equal_Weighted,12.5
PPC,2016Q3,Equal_Weighted,8.33
QTP,2016Q3,Equal_Weighted,8.33
REE,2016Q3,Equal_Weighted,2.94
S4A,2016Q3,Equal_Weighted,2.94
SBA,2016Q3,Equal_Weighted,2.94
SHP,2016Q3,Equal_Weighted,2.94
TMP,2016Q3,Equal_Weighted,2.94
TTA,2016Q3,Equal_Weighted,2.94
VPD,2016Q3,Equal_Weighted,2.94
VSH,2016Q3,Equal_Weighted,2.94
AVC,2016Q3,ONI,5.88
DPG,2016Q3,ONI,5.88
DRL,2016Q3,ONI,5.88
GEG,2016Q3,ONI,5.88
GHC,2016Q3,ONI,5.88
HDG,2016Q3,ONI,5.88
HNA,2016Q3,ONI,5.88
NED,2016Q3,ONI,5.88
PC1,2016Q3,ONI,5.88
REE,2016Q3,ONI,5.88
S4A,2016Q3,ONI,5.88
SBA,2016Q3,ONI,5.88
SHP,2016Q3,ONI,5.88
TMP,2016Q3,ONI,5.88
TTA,2016Q3,ONI,5.88
VPD,2016Q3,ONI,5.88
VSH,2016Q3,ONI,5.88
AVC,2016Q4,Alpha,5.88
DPG,2016Q4,Alpha,5.88
DRL,2016Q4,Alpha,5.88
GEG,2016Q4,Alpha,5.88
GHC,2016Q4,Alpha,5.88
HDG,2016Q4,Alpha,5.88
HNA,2016Q4,Alpha,5.88
NED,2016Q4,Alpha,5.88
PC1,2016Q4,Alpha,5.88
REE,2016Q4,Alpha,5.88
S4A,2016Q4,Alpha,5.88
SBA,2016Q4,Alpha,5.88
SHP,2016Q4,Alpha,5.88
TMP,2016Q4,Alpha,5.88
TTA,2016Q4,Alpha,5.88
VPD,2016Q4,Alpha,5.88
VSH,2016Q4,Alpha,5.88
AVC,2016Q4,Equal_Weighted,2.94
DPG,2016Q4,Equal_Weighted,2.94
DRL,2016Q4,Equal_Weighted,2.94
GEG,2016Q4,Equal_Weighted,2.94
GHC,2016Q4,Equal_Weighted,2.94
HDG,2016Q4,Equal_Weighted,2.94
HNA,2016Q4,Equal_Weighted,2.94
HND,2016Q4,Equal_Weighted,8.33
NED,2016Q4,Equal_Weighted,2.94
NT2,2016Q4,Equal_Weighted,12.5
PC1,2016Q4,Equal_Weighted,2.94
POW,2016Q4,Equal_Weighted,12.5
PPC,2016Q4,Equal_Weighted,8.33
QTP,2016Q4,Equal_Weighted,8.33
REE,2016Q4,Equal_Weighted,2.94
S4A,2016Q4,Equal_Weighted,2.94
SBA,2016Q4,Equal_Weighted,2.94
SHP,2016Q4,Equal_Weighted,2.94
TMP,2016Q4,Equal_Weighted,2.94
TTA,2016Q4,Equal_Weighted,2.94
VPD,2016Q4,Equal_Weighted,2.94
VSH,2016Q4,Equal_Weighted,2.94
AVC,2016Q4,ONI,5.88
DPG,2016Q4,ONI,5.88
DRL,2016Q4,ONI,5.88
GEG,2016Q4,ONI,5.88
GHC,2016Q4,ONI,5.88
HDG,2016Q4,ONI,5.88
HNA,2016Q4,ONI,5.88
NED,2016Q4,ONI,5.88
PC1,2016Q4,ONI,5.88
REE,2016Q4,ONI,5.88
S4A,2016Q4,ONI,5.88
SBA,2016Q4,ONI,5.88
SHP,2016Q4,ONI,5.88
TMP,2016Q4,ONI,5.88
TTA,2016Q4,ONI,5.88
VPD,2016Q4,ONI,5.88
VSH,2016Q4,ONI,5.88
AVC,2017Q1,Alpha,2.94
DPG,2017Q1,Alpha,2.94
DRL,2017Q1,Alpha,2.94
GEG,2017Q1,Alpha,2.94
GHC,2017Q1,Alpha,2.94
HDG,2017Q1,Alpha,2.94
HNA,2017Q1,Alpha,2.94
HND,2017Q1,Alpha,8.33
NED,2017Q1,Alpha,2.94
NT2,2017Q1,Alpha,12.5
PC1,2017Q1,Alpha,2.94
POW,2017Q1,Alpha,12.5
PPC,2017Q1,Alpha,8.33
QTP,2017Q1,Alpha,8.33
REE,2017Q1,Alpha,2.94
S4A,2017Q1,Alpha,2.94
SBA,2017Q1,Alpha,2.94
SHP,2017Q1,Alpha,2.94
TMP,2017Q1,Alpha,2.94
TTA,2017Q1,Alpha,2.94
VPD,2017Q1,Alpha,2.94
VSH,2017Q1,Alpha,2.94
AVC,2017Q1,Equal_Weighted,2.94
DPG,2017Q1,Equal_Weighted,2.94
DRL,2017Q1,Equal_Weighted,2.94
GEG,2017Q1,Equal_Weighted,2.94
GHC,2017Q1,Equal_Weighted,2.94
HDG,2017Q1,Equal_Weighted,2.94
HNA,2017Q1,Equal_Weighted,2.94
HND,2017Q1,Equal_Weighted,8.33
NED,2017Q1,Equal_Weighted,2.94
NT2,2017Q1,Equal_Weighted,12.5
PC1,2017Q1,Equal_Weighted,2.94
POW,2017Q1,Equal_Weighted,12.5
PPC,2017Q1,Equal_Weighted,8.33
QTP,2017Q1,Equal_Weighted,8.33
REE,2017Q1,Equal_Weighted,2.94
S4A,2017Q1,Equal_Weighted,2.94
SBA,2017Q1,Equal_Weighted,2.94
SHP,2017Q1,Equal_Weighted,2.94
TMP,2017Q1,Equal_Weighted,2.94
TTA,2017Q1,Equal_Weighted,2.94
VPD,2017Q1,Equal_Weighted,2.94
VSH,2017Q1,Equal_Weighted,2.94
AVC,2017Q1,ONI,2.94
DPG,2017Q1,ONI,2.94
DRL,2017Q1,ONI,2.94
GEG,2017Q1,ONI,2.94
GHC,2017Q1,ONI,2.94
HDG,2017Q1,ONI,2.94
HNA,2017Q1,ONI,2.94
HND,2017Q1,ONI,8.33
NED,2017Q1,ONI,2.94
NT2,2017Q1,ONI,12.5
PC1,2017Q1,ONI,2.94
POW,2017Q1,ONI,12.5
PPC,2017Q1,ONI,8.33
QTP,2017Q1,ONI,8.33
REE,2017Q1,ONI,2.94
S4A,2017Q1,ONI,2.94
SBA,2017Q1,ONI,2.94
SHP,2017Q1,ONI,2.94
TMP,2017Q1,ONI,2.94
TTA,2017Q1,ONI,2.94
VPD,2017Q1,ONI,2.94
VSH,2017Q1,ONI,2.94
AVC,2017Q2,Alpha,2.94
DPG,2017Q2,Alpha,2.94
DRL,2017Q2,Alpha,2.94
GEG,2017Q2,Alpha,2.94
GHC,2017Q2,Alpha,2.94
